Wentworth Res. ,WEN,	23.00	107,954	2.22%	22.00	23.00	12
WHIreland ,WHI,	46.00	0	0.00%	46.00	46.00	0
Warehouse Reit ,WHR,	165.20	1,527,831	0.12%	163.00	167.20	409
Naked Wine ,WINE,	604.00	107,318	1.51%	584.00	615.00	354
M Winkworth ,WINK,	208.00	12,787	0.48%	208.00	208.00	8
Watkin Jones ,WJG,	263.00	416,788	2.14%	256.50	269.50	356
Weiss Korea Opp ,WKOF,	242.00	0	0.00%	238.00	242.00	0
Windar Photo ,WPHO,	17.50	2,600	0.00%	17.50	17.50	1
W Resources ,WRES,	4.75	808,262	3.26%	4.60	4.75	23
Wishbone ,WSBN,	9.50	598,003	-2.06%	9.50	9.60	23
Westminster Group ,WSG,	3.40	834,613	-5.56%	3.40	3.60	15
Westmount Engy. ,WTE,	8.125	417,936	3.50%	7.85	8.25	14
Wynnstay ,WYN,	570.00	9,620	0.00%	570.00	570.00	9
Xlmedia ,XLM,	42.00	240,534	0.00%	42.00	42.00	15
Xpediator Plc ,XPD,	51.00	108,995	1.49%	50.75	51.00	15
Xp Factory ,XPF,	30.50	81,844	1.67%	30.50	30.50	8
Xeros Tech ,XSG,	118.50	1,110	0.00%	117.00	118.50	3
Xtract ,XTR,	5.50	2,746,662	0.00%	5.60	5.60	42
Yellow Cake Plc ,YCA,	342.00	791,495	0.29%	340.50	355.00	1,014
Yourgene ,YGEN,	12.25	1,978,575	4.26%	11.75	12.25	29
Young & Co 'A' ,YNGA,	1,540.00	18,337	-3.75%	1,535.00	1,610.00	200
Young & Co N/v ,YNGN,	850.00	3,091	1.18%	850.00	850.00	16
YouGov ,YOU,	1,470.00	453,469	1.38%	1,470.00	1,470.00	45
Yu Group ,YU.,	280.00	17,688	9.80%	265.00	280.00	27
Zambeef Prod. ,ZAM,	7.875	110,000	1.61%	7.875	7.875	4
Zenova Grp ,ZED,	17.25	47,975	-2.82%	17.25	17.75	6
Zinc Media ,ZIN,	82.50	14,531	6.45%	77.50	82.50	9
Zanaga Iron ,ZIOC,	4.19	215,662	-4.07%	4.19	4.41	13
Zinnwald Lith. ,ZNWD,	19.25	2,244,392	-6.10%	19.25	19.75	259
Zoltav Res ,ZOL,	22.50	0	0.00%	22.50	22.50	0
Zoo Digital ,ZOO,	133.00	175,928	0.00%	132.00	132.00	24
Zephyr Energy ,ZPHR,	7.00	1,392,045	2.19%	6.85	7.00	42
Zytronic ,ZYT,	170.00	8,800	0.00%	170.00	170.00	7
